quiz,midterm exam,sleeping time,breakfast,transportation means,last exam
83.7,87.3,6.6,0,1,85
70.4,96.2,6.7,1,0,86.8
66.1,77.9,8.6,1,0,78
84.6,96.3,7.5,0,0,87.4
83.8,77.7,8.9,1,2,85.7
89.7,90.2,5.9,0,0,88.2
69,53.4,8.7,0,0,67.7
72.7,100,8.4,1,0,89.5
58.6,97.9,5.1,1,0,81.3
71.1,76.6,9.1,0,2,74.2
85,56.3,7.6,1,1,78
70.3,83.5,8,1,0,82
81.4,62.7,6.5,0,2,65.4
73.1,85.3,9,1,0,91.3
78.2,84.9,6.1,1,0,82.8
63.5,68.7,8.5,0,2,65.8
75.9,93.5,8.5,1,2,81.5
45.1,89.7,6.3,0,1,63.7
73.1,91.7,9.9,1,0,89.6
58.7,80.1,7.8,1,1,80.9
87.1,63,8.3,0,0,76.8
82.8,91.7,5.7,1,0,90.5
79.7,76.8,10,1,0,87.2
90.2,63.3,6,1,2,70.9
65.5,96.2,8.7,1,0,85.7
92.5,100,6.3,0,0,87.8
84.3,79.5,6.8,1,2,77.5
72.6,100,8.4,1,0,88.3
86.4,81.1,8.7,1,0,83.7
63.9,75.4,6,1,0,77.2
66.8,72.4,8.8,1,0,78.9
68.9,99.6,8.8,1,2,83.9
69.7,70.6,6.4,1,2,70.6
64.4,88.8,9.4,1,0,82.6
87.2,73.3,5.8,1,0,72.7
72.4,74.5,6.8,0,1,82.1
78.5,92.4,8.1,1,2,86.1
69.3,75.4,6.5,1,2,70.1
56.8,75.1,7.8,1,0,67.6
77.7,93.6,7.8,1,0,84.6
55.9,99.2,7.3,0,1,82.5
74.3,87.7,8.5,1,2,87.3
61.3,72.1,7.2,0,0,72.1
94.9,73.9,7.8,1,0,84.7
84.1,81,8.9,1,0,93.3
76.1,83.9,8.4,1,0,87.2
87.6,68.1,8.4,1,1,85.2
66.5,88.7,6.1,1,1,79.7
80.4,81,8.1,1,0,81.3
77,59.4,6.4,1,0,68.9
77.6,68.9,6,0,2,67
87.7,74,7.4,1,0,86.4
82.3,79.1,6.4,1,2,74.3
77.9,100,8.4,1,2,88.5
58.5,82.9,8.5,1,2,73.9
65.4,69.9,5.2,1,2,67.9
73.8,82.6,6.5,0,2,75.6
75.9,75.8,5.7,0,1,70.1
63.7,83.9,6.9,1,0,82.3
99.1,87,8,0,1,88
90.2,94.5,7.2,0,0,93.6
81,79.7,6.8,1,0,81.2
75.7,99.7,9.1,1,0,93.8
72.9,90.9,4.7,1,2,76.7
65.5,71.5,9,0,0,75.4
75.8,100,6.8,1,1,90
77.6,83.9,7.4,1,2,81.6
62.6,70,6.9,1,0,74.1
78.3,99.8,9.4,1,2,92.4
73.4,100,6,1,1,81.6
55.9,79.6,7.5,1,2,71
66.4,74,8.1,1,0,75.7
70.9,77.9,5.6,1,1,71.3
93.9,88.6,6.4,1,2,85.9
80.6,95.3,7.3,0,0,87.6
61.6,86.8,6.4,1,0,78
79.9,81.2,6.5,1,0,85.6
59.5,98,7.1,1,1,85.1
85.8,76.2,8.3,1,0,87.4
70.3,92.4,7.1,1,0,85.8
74.1,76.5,8.8,1,1,82.1
88.3,85.2,6.3,0,0,86.3
62.1,78.6,6,1,1,73.8
61,79.3,9.8,1,0,80.6
69.2,75.5,6.7,1,2,78.7
85.4,96.1,5.9,1,0,87.8
59.8,71.2,5.4,1,1,71.6
46.7,71.1,8.8,1,2,61.6
70.5,100,7.1,1,1,88.8
80.5,91.7,7.2,1,2,88.6
87,51.4,7.3,1,0,69.2
70.4,73.2,8.7,1,0,80.3
70.9,58.3,7.3,1,0,73.4
86.5,68.6,10,0,2,80.8
56.3,42.3,7.7,1,1,59.9
71.1,78.4,8.8,1,0,82.7
76.9,66.3,8.5,1,2,71.9
79.5,80.7,7.5,1,1,90.1
69.9,60.5,6.8,1,0,69.2
75.3,81,7.9,0,1,80.6
50.1,75,8.1,1,0,69.3
68.4,98,6.8,1,2,74.4
79.5,96.9,7.7,1,0,88.2
65.2,89.4,9,1,0,80.5
75.6,76.1,10,0,0,85.9
79.5,100,8.5,0,1,88
71.6,61.4,9.7,1,1,75.1
76.7,63.2,6.7,1,0,71.2
65.4,79,8.3,1,1,78.7
72.9,100,9.1,1,2,86.2
81.1,77.6,6.4,0,1,80.3
76.6,77.8,6.9,1,0,81.5
69.1,62.7,9.6,1,0,75.2
77.2,91.4,6.3,1,2,83.6
82.1,91.4,5.9,1,0,86.2
54.5,89.5,9.3,1,0,81.3
86.6,72.4,8.9,1,0,82.1
71.6,71.5,8,0,0,75.1
79.3,64.5,7.4,1,0,78.3
87,81,7,1,1,89.1
61.3,67,7.8,1,0,69.7
67.9,65.9,9.4,1,0,84.1
72.1,74.9,7.8,1,2,77.1
67.2,74.1,10,1,2,73
92.3,73.5,6.4,1,2,77.7
66.4,85.6,7.5,0,2,78
69.4,80.9,7.1,0,0,80
77,76.5,6.2,0,0,75.9
63,82.2,7.3,1,2,74.2
71,68.1,8,0,1,69.2
78.2,81.3,8.1,1,2,85
71.7,81.8,10,0,0,80.4
74.1,62,8.1,1,0,78.1
69.7,91.9,8.9,1,0,91.5
59.9,69.4,7.6,1,2,68
78.2,81.1,9.5,0,0,87.7
92.5,94,10,0,0,100
75.2,91.1,8.1,1,0,88.6
77.3,80.4,6.3,1,0,80.2
81.9,75.7,6.8,1,0,81.5
62.3,91.4,7.8,1,0,79.9
92,88.1,8,1,2,86.8
77,72.6,8.3,0,0,79.8
91.3,70.5,8.1,1,2,81.3
67.7,55.1,7.5,1,0,70.1
93.2,81.8,6.7,0,0,81
82.8,79,8,1,2,81.4
80.5,93.6,9.7,1,0,97.2
77.3,84.3,8.7,1,2,79.8
72.5,96,8.1,0,2,81.7
87,71.6,8.7,1,1,79.4
76.4,93.7,7.1,1,0,83.2
55.3,73.7,6.9,0,0,69.8
63.8,89.3,6.6,0,2,71.5
73.1,62.5,7.3,1,0,79.4
78.1,82.8,7,1,0,84.7
74.4,56.2,8.9,1,2,72.7
87.2,76.8,6.9,1,0,81.2
55.5,85.3,6.5,1,0,73.2
76.4,73.7,9.8,1,2,78.5
56.8,67.4,7,1,1,64.4
82.6,90.2,7.7,1,1,90.5
74.1,78.8,8,1,0,84.8
79.2,74.1,6.1,1,2,75.8
66.4,80.5,9,0,0,76.2
87.8,100,8.3,1,0,97.6
85.4,93.8,9.4,1,2,85.7
80.8,94,6.7,1,0,92.3
73.7,85.2,7.6,1,0,79.9
80.8,82,7.5,1,1,80.9
67.9,51.2,7.8,1,1,67.7
83.6,71.9,5.8,1,2,75.3
91.5,74.2,7.6,1,1,85.3
85.7,57.5,5.8,0,2,63.5
67.7,66.1,7.9,1,0,77.8
78.6,56.2,4.9,1,2,59.8
62.1,79.5,5.3,1,0,67.7
80.7,89.8,8.5,1,0,89.9
79.5,93.3,6.8,1,1,83
56.3,85,6.3,1,0,77.8
63.4,68.4,9,0,0,69.2
72.2,56.8,7.9,1,0,77.1
72,58.9,8.5,0,0,74.6
62.9,64.8,7.3,1,1,73.4
78.9,69.3,10,0,2,83
77.5,78.1,6.8,1,2,77
73.1,67.8,9.6,0,2,70.5
67.4,84.1,7.4,1,2,76.1
85.5,77.2,5.5,1,2,75.4
91.6,80.1,8.1,0,2,80.7
70.2,93.7,7.9,1,1,85.7
68.9,65.8,6.2,1,1,69.4
79.9,85,6.4,1,1,80.5
71.4,79.8,7.5,1,2,75.7
73.6,76,7.9,1,1,81.3
82.4,90.6,4.5,1,0,86.1
55.9,90.5,8.8,1,1,75.3
88.2,68.6,6.9,1,1,79.6
75.7,77.8,5.9,1,1,76.8
70.9,83.4,8.6,1,1,79.4
74.1,76.7,7.5,1,0,79.9
74.6,87,9,0,0,85
57.7,83.4,8,1,0,79
89.9,100,7.5,1,2,92.2
75.4,61.6,7.3,1,0,71.8
79.4,78.5,8.1,0,0,87.4
84.5,69.1,7,0,2,75.9
64.8,87.2,6.5,1,2,76.4
79.7,60.6,8.2,1,1,79.6
72.3,84.2,7.3,1,2,79
83.5,72.4,7.5,1,2,82.3
53.7,71.2,8.8,0,2,65.8
74,62.6,7.4,1,1,73.4
69,74.4,7.5,1,0,79.3
79.3,93,6.8,1,0,92.2
79.7,79.7,8,1,1,88.3
67.9,87.5,7.9,0,2,77.8
67.9,100,8.6,0,2,83.9
73.9,83.2,6.8,1,0,83.5
66,73.3,7,1,0,77.6
83.4,85.6,8.5,1,2,89.4
71.3,73.5,7.8,0,0,74.8
45.9,73.9,6.4,0,0,66.7
71.3,61.8,9.1,1,0,77.4
64.6,91.1,5.5,1,2,76.2
58.7,75.4,8.4,1,2,75.7
62.6,82.2,6,0,1,73.1
76.1,67.6,9.8,1,2,80.7
88.3,85.2,5.6,1,1,83.5
78.1,70.9,8.9,1,2,82.9
68.9,78.3,7.4,1,2,76.8
79.6,90.5,7.1,1,0,87.5
70.4,89.5,7.7,1,0,87.7
68.1,79.7,8.3,0,2,81.4
63.5,58.8,6.4,1,0,63.2
57.5,100,6.5,1,2,74.6
71.1,100,8.3,1,2,94.1
76.6,88.7,5.5,1,1,82.3
74,71,6.8,1,1,76.2
70.8,78.6,10,1,0,84.4
65.5,73.5,6.3,1,0,76.9
81.1,95.2,8.9,0,2,94.1
61.8,83.2,6.8,1,0,74.6
82.8,70.6,8.1,1,0,82.3
65,74.4,8.3,0,1,72.2
67.5,93.5,8.9,1,1,88.3
60.3,99.2,7.3,0,2,80
70,98.3,9.9,1,2,93
84.8,89.1,6.8,0,0,87.4
80.2,77,7.8,1,2,87
84.8,41.1,7.8,1,0,69.2
80.2,83.6,6.2,1,2,76.3
64,80,7.2,0,0,78.3
71.7,81.7,7.7,0,1,78.1
67.2,80.6,7,1,2,70
88.3,64.1,10,1,2,81
63,86.7,6.5,1,1,77.6
83.9,87.6,8.9,0,0,86.5
83.9,88.2,8.5,1,0,87.9
93.3,91.4,7.5,0,1,89.2
70.9,87.2,6.5,1,1,77
82.1,75.1,6.6,1,2,78.9
97.8,79.1,6.9,1,0,83.7
68.8,81.1,5.4,1,2,72
59.6,81.3,6.3,1,0,75.5
56.2,92,5.7,1,2,71.4
82.1,87.7,9.1,1,0,94.5
56.2,100,8.2,1,1,78.8
71.3,100,8.4,1,0,88.3
79.4,81,8.2,1,1,83.6
76.9,40,7.7,0,0,66.3
79.3,94.8,9.3,0,0,90.8
77.2,73.5,6.8,0,1,81.3
87.8,70.4,7.6,0,0,78.1
65.5,75.2,8.4,0,2,66.9
68.2,74.6,5.9,1,0,79.3
67.3,87.3,10,0,2,75.6
83.3,61.3,7.5,1,0,80
84,67.1,7.7,1,0,77.8
79.5,84.1,9,0,2,75.3
86.8,87.5,8.6,0,0,87.8
63.2,87.7,7.5,0,0,80.2
91.7,70.6,7.7,0,2,74.5
90.2,68.3,5.7,1,2,77.5
82.4,73.9,6.8,1,0,83.5
92.8,82.9,8.1,0,2,80.7
58.4,97.8,8,1,1,81.9
69.8,55.4,9,0,0,74.7
67.6,77.4,7.4,1,2,75.7
82.2,64,5.8,1,2,70.4
64.5,60.2,8.8,1,0,73.7
82.6,91.6,9.2,1,0,91.1
88.7,86.5,8.6,0,0,92.6
82,85.4,7.3,1,2,85.9
77.8,91.1,8.8,1,0,90.4
65.1,74.2,10,1,1,80.4
66.5,74.8,7.6,0,2,66.8
87.5,100,5.9,1,0,87.8
82.8,77,6.8,1,2,77.4
74.6,88.8,8.3,1,1,85.6
70.8,80.1,5.6,0,0,76.7
54.7,57.8,7.7,1,0,68.2
64.3,55.5,8,0,2,62.4
94.1,73.1,9.3,1,0,94.1
62.2,92.7,9.1,1,0,82.3
76.9,89.5,8.5,1,0,91.8
85.1,91,4.9,1,0,82.9
62.5,68.2,8.6,1,0,78.2
76.8,99.4,8.3,1,1,91.1
84.4,68.4,7.8,0,1,71.7
75.1,82.6,5.4,1,0,81.1
100,79.9,6.6,1,0,92.5
58.3,77.9,6.1,0,0,67.3
85.6,96.1,5.1,1,0,86.7
73.3,71.5,7.5,0,0,74.4
82.7,63.8,6.5,1,0,70.9
79.4,80.2,10,1,1,80.8
67.7,75.2,7.3,1,0,80.6
77.3,100,9.1,1,0,91.5
56.4,88.1,5.6,0,0,76.6
81,75.1,6.9,1,0,85.3
78,67.3,7.6,0,1,79.1
81.4,57.4,6.4,1,0,71.4
85.6,67.7,7,1,1,74.5
78.7,81.4,7.2,1,0,80.2
76.5,97.1,7.2,0,2,80.5
66.2,93.5,9.7,1,1,80.2
67.9,82.7,8,1,0,79.7
86.9,76.1,8.1,1,0,85.7
89.4,83.2,8.1,0,2,79.4
72.6,73.8,8.2,1,0,76.9
75.5,100,7.4,0,2,82.3
66,77.7,7.1,1,0,77.8
86.7,79,7.7,1,0,84
81.7,53.4,8.9,0,0,74.7
94.4,77.7,8.9,0,1,87.9
66.2,90,7.2,1,0,82.1
71.2,67.2,8.4,1,0,75.2
77.3,71,7.3,0,2,67.9
81.5,89.5,7.5,1,0,93.6
72.8,62.3,6.9,1,0,74.8
66.3,92.7,7.3,1,0,86.2
83.8,73.6,9.1,0,2,78.9
82.2,75.3,7.6,0,2,75.7
65.8,66.5,7.7,1,0,74.7
88.6,84.5,5.8,1,0,80.3
86.7,100,7.1,1,2,86.6
76.3,89.4,7.2,1,2,79.3
75.8,69.6,6.5,1,0,74.8
80.5,93.6,7.5,0,0,84.1
66.4,76.2,7,1,0,77
75.3,96.5,7.6,1,2,85.2
53.5,89.7,7.6,1,1,80.7
83.8,44.7,6.4,1,0,76.5
59.4,68,7,1,0,66.2
90,91.3,7.6,1,0,93.2
71.7,81.8,8.9,0,0,81.7
72.9,67.7,7.8,1,0,76.8
68.7,72.4,6.7,1,1,70.6
72.1,57.1,8,1,0,69.9
89.2,78.9,9.5,1,2,88.1
50.1,100,8.6,1,0,79.4
87.8,89.7,8.2,1,1,91.8
78.4,100,8.4,1,2,88.4
62.9,90.6,9.2,1,0,85.3
64.2,92.3,8.8,1,1,81.4
91.8,100,8.2,1,0,98.5
65.5,84.5,8.8,1,2,76
63.5,77.8,6.2,1,1,73.4
86.4,92.4,5.7,1,0,91.9
78.4,97.4,7.7,0,2,84.5
65.6,74.2,7.6,1,1,76.1
77.2,71.3,6.8,1,1,79.5
64.7,81.7,8.5,0,2,69.3
86,90,5.3,0,0,88.1
85.6,89.6,6.9,0,2,78.6
80.3,62.9,6.9,1,2,74.8
78.6,100,5.5,1,2,85.8
92.6,72.3,9.3,0,1,82.8
75,76.8,5.9,1,0,80.5
63.2,69.2,6.8,0,0,70
79.5,100,8.6,1,2,95.6
95.9,82.9,8.3,1,1,92.6
64.9,69.8,6.2,1,0,70.9
71.4,90.4,8.3,1,1,83.8
79.2,89.2,7.8,1,1,81.8
74.5,77.7,10,1,1,83.9
65.2,90.1,8,0,1,78.2
86.2,70.1,7.3,1,1,82
98.2,74.1,6.5,1,1,81.6
77,55.9,6.6,1,2,66.6
66,64.1,6.5,1,0,71.8
59.5,100,9.1,0,0,86.1
77.6,99.7,7.5,1,0,85.4
86,80.8,8.2,1,0,90.2
79.8,100,9.3,0,0,91.8
75,78.1,4.7,1,1,74
69.1,77.1,9,1,2,70.5
64.1,80.7,7.6,1,0,82.5
83.3,78.5,8,0,2,79.3
84.1,77.4,6.5,1,0,78
59.5,93.7,6.6,1,0,80.6
90.9,81.8,8.1,0,1,87.3
80.7,88.5,10,1,0,96.4
89,92.4,8.7,1,2,90
61.6,84.7,9,1,0,81.6
61.3,68.4,7.3,1,2,65.5
73.5,63.8,6.8,1,1,74.3
80,81.8,6.6,0,0,77.5
93,77.9,6.9,1,1,83.5
82.1,81,5,1,0,80.1
72.6,79.8,6.6,0,2,68.5
64.7,100,6.8,1,1,88.4
87.3,64,7.3,1,1,84.9
65.4,56.1,7.7,1,0,67.5
91.3,84,7.9,1,0,86.8
72.2,75.5,7.5,1,2,76
90.9,83.8,6.8,0,0,84
81.8,87,5.1,1,0,86.3
73.6,95.4,6.8,1,2,79.9
69.8,61.9,6.3,1,2,68
71.6,73.3,8.1,1,0,79.4
79.3,85.1,8.6,1,0,85.9
75.8,89.2,8.6,1,1,88
69.1,100,8.4,0,2,85.1
73.3,91.5,7.3,0,2,78.9
75.8,79.3,6.9,0,0,78.1
53.7,69.3,6.6,1,0,64.8
79.6,73.2,5.7,0,0,77.9
65.2,72.9,8.7,1,2,76.8
63.5,87.9,7.3,0,0,75.9
58.1,83.1,6,1,2,69.1
57.1,64.1,6.5,1,2,66.7
61.4,74.8,6.5,1,2,65
67.9,90.5,7.6,1,0,85.3
94.5,84.2,8.8,0,2,85.4
69.7,86.8,7.1,1,2,83.1
76.8,84.6,4.8,0,0,76.3
79,99.5,7.3,1,0,94.7
76.3,82.8,7.3,1,2,77
74.2,75.4,7.2,1,0,75.6
63,69,6.7,1,0,70.6
89.5,83,7.8,1,0,90.3
93.1,50.7,7.6,1,0,76.1
58.2,77.8,7.5,1,1,75.6
64.8,77.5,8,1,2,73.3
72.2,63.6,7,1,2,63.1
65.4,68.9,6.9,0,1,70.2
80.1,89.7,9.2,1,2,84.6
67.7,82.8,8.2,1,2,76.5
96.7,81.2,8.5,0,0,94.8
86.9,83.7,9,1,2,92.5
77.1,81.1,8.1,1,0,82.8
85.3,94.9,8.6,1,0,96
86.1,81.5,5.6,1,0,81.6
69.4,62.5,7.7,1,0,72.4
66.8,99.6,7.3,0,0,81.3
75.8,84.4,9.5,0,0,79.9
83.6,72.9,8.6,1,1,84.1
76.4,65,6.7,1,0,75.9
59.2,84.8,7.9,1,1,75.5
67,78.6,7.7,1,2,77.9
74.3,98.9,8,0,2,82
74.2,75.8,6.3,1,0,75.7
94.7,70,7.9,0,1,84.3
61.1,90.7,7.2,0,0,72.6
80.1,91.1,7.8,1,2,87.9
89.9,82,6.6,0,2,78.8
97.7,88.1,6.8,1,0,95.9
71,79.5,8.9,0,0,83.9
79.9,82.8,6.2,0,0,81.5
80.7,94,6.3,1,1,84.1
77,87.5,7.4,1,1,80.9
74,78,6.6,0,1,70.6
79.4,96.2,6.4,1,0,91.4
49.7,51.6,7.6,1,0,60.4
81.8,100,5.7,1,0,87.3
76.3,59.5,6.3,0,1,67.5
72.8,72.5,10,1,0,86.3
95.5,79.5,8.1,1,0,93.4
68.3,78.2,6.6,0,1,74.1
71,92.1,8,0,2,81.1
94.9,67.3,8.2,1,2,82.8
66.7,83.1,8.7,0,0,80.2
69.5,73.1,7.3,1,0,77.4
73.5,83.5,8.7,0,1,81.2
83.4,79.2,5.1,1,2,78.4
77.1,81.1,6.2,1,0,81.8
62.1,73.4,7.7,0,0,68.9
69.7,73.9,7.9,1,0,79.8
68.9,83.4,6.4,1,2,75.5
74.2,91.3,7.8,0,0,85.7
79.3,72.8,6.8,1,2,75
79.2,69.6,7.2,1,2,77.3
57.2,87.4,8.7,1,2,76.1
85.6,79.6,8.6,0,0,87.5
77.5,90,6.3,1,2,79.2
88.8,69.1,6.2,1,2,75.5
79.4,58.6,7,1,0,76.1
86,73.6,7.5,1,1,81.8
79.7,70.8,6.7,0,0,82.2
88.5,79.1,8.7,1,2,87.2
80.2,72.4,7.9,1,0,81.9
74,88.9,8,0,2,81.6
97.7,76.5,6,0,2,78.2
83.9,81.8,8.9,0,0,88.8
80.7,81.9,4.1,1,2,77
62.2,82.3,8.5,1,2,79.6
62.1,79.7,8.6,1,2,73.7
77.9,86.1,7,1,0,80.9
76.5,70.5,9,1,0,80
68.9,96.8,7.4,1,2,81.3
76.4,77.2,7.6,0,0,83.6
90.9,64.3,7.9,0,2,82.5
82,82.3,10,0,0,88.7
63.6,69.8,9.1,1,0,76.6
73.9,88,8.3,1,1,84.4
67,100,6.4,1,2,83.1
71.1,70.6,7.7,1,2,79.6
70.9,84,6.5,1,1,84.3
70.2,58.9,8.5,1,2,73
62.4,85.4,7.7,1,2,78.9
73.7,69.4,6.2,0,1,73
69.4,72.5,7.6,1,2,72.8
45.7,66.8,6.5,1,2,56.7
95.5,88.8,7.7,0,0,91
85.9,92.1,6.5,0,1,86.4
71.2,80.3,7.5,1,0,76.3
75.2,69.6,8.4,1,0,79.3
63.3,99.1,7.4,1,0,82.3
92,71,7,0,0,84.3
94,54.1,7.7,1,0,78.1
76.6,85.5,8.3,1,1,86.5
85.2,66.7,6.2,1,2,72
76.8,91.9,7.8,1,0,92.9
61.6,75.4,9.1,1,2,68.9
70.9,87.2,8.2,0,2,79.1
76.3,96.8,7.6,1,2,81.6
70.5,65.5,8.3,1,0,74.4
72.8,73.2,8,1,1,79.1
74.1,79.1,8.4,1,0,83.8
74.2,98.5,5.1,1,0,84.9
75.5,72.1,5.6,1,0,75.8
64.4,72.9,8.7,1,2,71.4
67.8,85.7,5.7,1,2,73.3
62.2,73.1,8,0,0,72.1
84.8,81.8,7.1,1,0,86.4
53.9,61.4,6.3,1,2,59.5
86.5,100,7.9,1,2,93.6
88.9,63.8,7.7,1,0,81.8
72,76.1,10,1,1,83.9
49,79.6,6.8,1,1,67.8
71.4,100,9.2,1,0,88.9
74.4,64.1,7.9,1,2,72.7
64.9,100,6.7,1,0,88
69.8,89.1,8.5,1,2,82.8
90.3,85,8.2,0,0,86
81.6,68.2,7.5,1,0,82.5
65.8,86.9,7.8,1,2,76.7
59,71.3,6.8,0,1,68.8
71.7,95.2,6.5,1,0,83.7
72.9,68.3,8.4,1,0,79.4
80,78.6,7.2,1,0,81.3
69.6,73.3,7.4,0,2,68.5
80.1,68.1,7.8,1,2,71.3
94.4,88.9,7.8,1,2,91.5
83.2,86.4,5.8,1,2,81.5
74.5,94.5,9,1,2,88
73.2,58.6,7.6,1,2,69.8
71.4,92.8,7.3,1,2,78.9
86.8,100,8,1,2,94.7
68.7,74.6,7.8,0,1,76.9
75.5,100,8.4,1,0,89.7
75.5,76.8,8.1,1,0,83.8
70,63.5,8.4,1,0,77.8
61.3,76.3,9.1,1,1,75.9
78.2,92.6,8.6,1,0,89.6
74.4,69.9,7.3,1,0,78.9
80,72.8,6.2,1,1,72.9
69.7,87.1,9.5,1,1,82.5
87.2,80,7.2,1,1,82.4
66.2,87,6.9,0,0,71.8
92.1,82.9,5.4,0,1,85.1
57.5,85.8,7.9,1,0,72.2
79.3,74.8,7.7,1,0,83.1
79.8,82.8,5.7,1,0,83.8
67,68.9,8,1,2,70.6
79.2,95.5,6.9,1,0,86.7
87.8,72.4,10,0,2,82.8
52.8,93.5,6.8,1,1,76.2
80,77.2,7,1,0,84.9
50.1,82.4,6.5,1,0,63
65.3,74.1,9,1,0,76.1
91.3,67.8,7.1,1,1,83.4
69.2,59.1,6.6,1,0,69.7
63.3,67.3,8.3,1,0,76.2
73,76.1,5.8,1,0,77.1
95.7,82.5,8.3,1,1,91.4
56.7,92.1,9.6,0,0,79.9
64.5,74.7,8.2,1,0,84
90,69.4,8.3,1,0,89.9
93.6,62.7,8.5,0,1,82.1
74,85.8,9.6,0,0,85.2
62.6,96.6,9,1,2,84.2
96,95.2,8,1,0,100
90.9,88.5,8.6,0,1,91.2
81.8,87.7,6.4,1,2,79.4
66.9,100,8.4,1,2,90
74.5,84,6.3,1,0,81.7
73.4,87.8,7.1,1,0,89.6
78.3,76.2,4,0,0,72.3
89.5,63.7,8,1,2,77.5
83.8,71.8,6.7,1,1,83.8
64.2,79.9,8.8,1,0,81.2
88.8,80.7,8,1,1,88.1
78.1,100,8.8,1,0,90.3
81.9,81,6.2,1,1,83.5
89.7,94.1,8.7,1,0,94.5
63.9,74.8,10,1,0,79.1
74.6,76.3,8.4,0,0,77.7
69.7,64.1,8.4,1,2,72.7
59.3,71.1,7.7,0,2,61
78.5,86.3,6.9,1,0,84
100,80.1,8.4,1,2,92.8
56.6,91.3,5.7,1,0,71.8
74.7,82.2,7,1,0,82.3
81.4,75.8,5.4,1,0,76.7
76.2,100,6.7,1,2,83.6
73.9,78.9,8.3,1,2,83.6
62,94,8.1,1,2,74.6
77.3,75.2,7.6,1,2,79.4
67.4,88.5,7.7,1,0,81.4
53.1,91.1,5.2,1,2,67.6
86.9,82.5,7.1,1,0,83.6
84.6,51.7,6.7,1,2,71.2
75.5,80.2,6.7,1,0,80.1
77.3,94.8,8.2,0,2,82.3
85.7,86.3,6.5,1,2,83.1
77.2,85.4,6.8,1,0,83.1
84,59.3,5,1,2,62.3
72,71.4,7.1,1,0,75.2
88.1,84.9,6.2,1,0,89.3
78.2,84.9,7.6,1,2,76.9
76.9,94.6,6.4,1,1,82.1
62.3,78.3,7.6,1,0,75.2
77.9,84.9,7.3,1,0,82.6
66.7,80.2,9.5,0,2,75.7
68.6,68.2,8.1,0,2,65.6
66.8,52.9,5.3,0,0,59.3
64.3,85.2,6,1,1,75.6
96.2,82.1,7.6,0,2,86.4
88.3,72.6,6.4,1,0,85.9
94.2,60.6,4,1,0,74.1
62.8,87.6,9.1,1,0,89
75.7,76.8,8.4,0,2,75.2
62.1,86.7,8.1,1,0,83.2
68,100,6.8,1,1,90.6
65.8,54.3,8,1,0,69.5
87.4,71.6,6.7,1,2,73.8
71,77.5,7.7,1,0,80.2
85.7,97.5,6.4,1,1,88.2
81,60.4,9.3,1,2,75.4
98,100,5.6,0,0,98.4
60.2,81.6,9,1,1,75
87.6,78.8,7.5,1,0,87.6
86.5,77.6,6.9,1,2,77.8
65.3,74.8,7.7,1,1,74.5
85.1,92.6,8.4,1,2,91.1
78.4,67.2,9.1,0,1,78.5
72.7,84.1,7.9,1,1,81.8
66.8,75.4,6.4,1,1,71.8
67.8,70.9,7.6,1,0,76.5
95.5,100,9.7,1,0,100
75,85,9.1,0,2,77.5
82.8,87.4,8.6,1,2,92
67.1,93.7,8.5,0,2,82.8
67.2,62.9,8.3,1,0,77.8
85.8,100,8.9,1,1,97
61.5,49.9,7,1,1,66
70.8,70.8,5.9,1,0,70.4
75.3,74.5,7.6,1,0,78.1
76.1,87,6.5,1,0,85.6
73.2,82.6,6.2,0,0,77.7
79,78,6.6,1,2,76.6
81.9,79.9,10,1,1,81.2
82.3,68.3,7.7,1,0,79.3
65.1,62,7.9,1,2,64.2
72.2,88.7,6,1,2,78.9
86.9,88.3,5.3,1,0,85.1
83.9,99,6.5,0,2,82.3
61.3,70.5,9.2,1,2,80.1
78.5,88.3,7.9,1,1,89.6
55.2,76.6,8.2,1,0,77.3
75.5,94.3,8.4,0,2,89.3
94,92.3,6.8,1,0,95.5
65.5,82.5,9.2,0,0,77.2
66.7,75.9,6.7,1,0,72.9
82.6,91.5,9.2,0,0,92.9
59.6,87.8,8,1,0,73.8
68.7,71.8,5.4,0,0,68.7
81,64.1,6.6,1,2,65.7
68.7,76.5,5.4,1,2,70.1
72.6,98.2,8.9,0,0,90.7
82.4,93.8,7.5,0,0,88.3
79.2,66.7,4.8,0,2,68.8
77.7,66,8,1,0,84.3
71.6,95.3,6.9,1,0,85
78.7,66.4,5.7,1,2,78.9
73.8,86.1,9.5,1,0,88.6
79.6,72.6,7.6,0,0,81
70,99.4,7.1,1,0,85.2
73.2,70.8,7,1,0,81.5
65.1,93.7,5.7,1,1,82
74.6,82.2,5.9,1,0,84
66.9,83,9,1,2,79.2
63.9,56.4,6.9,1,2,59.2
77.6,53.6,7.5,1,0,73.9
77.1,77.4,5,0,0,68.8
82.8,83,5.9,1,1,81.1
70.7,66.5,8.2,0,1,72.9
79.1,66.9,8,1,0,86.4
80.5,86.7,9.6,1,0,92.1
79.4,86.8,9.1,0,2,83.1
66.7,78.3,7.2,0,0,74.3
76.5,89.4,8.1,1,0,83.5
78.6,65.9,7.1,0,0,74.3
75.1,75.7,10,1,0,85.6
54.1,99.8,8.9,0,0,78.4
76.6,80.8,7.7,1,0,79.8
97.1,81.5,7.7,1,2,86.5
71.4,100,9.2,0,2,85.2
67.7,63.2,8.2,1,0,72.4
78.7,89.6,9.4,1,0,87.9
78.1,100,4.9,1,2,82.8
